,size
12136,19.0
12137,63.0
12138,63.0
12139,36.0
12140,63.0
12141,18.0
12142,12.0
12143,58.0
12144,97.0
12145,100.0
12146,45.0
12147,35.0
12148,26.0
12149,41.0
12150,15.0
12151,14.0
12152,12.0
12153,14.0
12154,12.0
12155,14.0
12156,12.0
12157,11.0
12158,15.0
12159,11.0
12160,7.0
12161,10.0
12162,13.0
12163,13.0
12164,13.0
12165,3.0
12166,4.0
12167,6.0
12168,13.0
12169,4.5
12170,11.0
12171,7.0
12172,18.7
12173,5.0
12174,4.0
12175,11.0
12176,11.0
12177,4.0
12178,4.0
12179,4.0
12180,5.0
12181,5.0
12182,5.0
12183,5.0
12184,5.0
12185,5.0
12186,14.0
12187,14.0
12188,5.0
12189,5.0
12190,5.0
12191,12.0
12192,12.0
12193,5.0
12194,5.0
12195,6.0
12196,27.0
12197,3.0
12198,5.0
12199,5.0
12200,3.0
12201,6.0
12202,4.0
12203,5.0
12204,115.0
12205,1.6
12206,1.3
12207,11.0
12208,13.0
12209,11.0
12210,11.0
12211,5.0
12212,12.0
12213,12.0
12214,12.0
12215,14.0
12216,7.0
12217,8.0
12218,3.0
12219,4.0
12220,4.0
12221,12.0
12222,12.0
12223,12.0
12224,3.0
12225,6.0
12226,8.0
12227,6.0
12228,5.0
12229,4.0
12230,5.0
12231,10.0
12232,4.0
12233,13.0
12234,15.0
12235,13.0
12236,13.0
12237,12.0
12238,13.0
12239,13.0
12240,13.0
12241,13.0
12242,10.0
12243,12.0
12244,3.0
12245,2.9
12246,14.0
12247,14.0
12248,16.0
12249,9.0
12250,14.0
12251,14.0
12252,16.0
12253,6.0
12254,4.0
12255,5.0
12256,5.0
12257,5.0
12258,8.0
12259,5.0
12260,3.0
12261,30.0
12262,8.9
12263,28.0
12264,16.0
12265,30.0
12266,30.0
12267,30.0
12268,20.0
12269,28.0
12270,28.0
12271,30.0
12272,28.0
12273,25.0
12274,24.0
12275,24.0
12276,25.0
12277,17.0
12278,20.0
12279,15.0
12280,12.0
12281,20.0
12282,10.0
12283,14.0
12284,20.0
12285,25.0
12286,25.0
12287,20.0
12288,28.0
12289,25.0
12290,3.0
12291,15.0
12292,4.0
12293,12.0
12294,15.0
12295,12.0
12296,13.0
12297,14.0
12298,8.0
12299,11.0
12300,4.0
12301,10.0
12302,8.0
12303,10.0
12304,12.0
12305,10.0
12306,17.0
12307,8.0
12308,4.0
12309,8.0
12310,8.0
12311,10.0
12312,8.0
12313,5.0
12314,20.0
12315,35.0
12316,32.0
12317,31.0
12318,18.0
12319,35.0
12320,25.0
12321,25.0
12322,28.0
12323,26.0
12324,53.0
12325,48.0
12326,65.0
12327,76.0
12328,27.0
12329,19.0
12330,45.0
12331,48.0
12332,45.0
12333,60.0
12334,62.0
12335,70.0
12336,70.0
12337,85.0
12338,85.0
12339,98.0
12340,20.0
12341,20.0
12342,65.0
12343,100.0
12344,100.0
12345,87.0
12346,87.0
12347,28.0
12348,39.0
12349,78.0
12350,88.0
12351,70.0
12352,20.0
12353,35.0
12354,110.0
12355,25.0
12356,70.0
12357,45.0
12358,100.0
12359,22.0
12360,20.0
12361,20.0
12362,100.0
12363,35.0
12364,70.0
12365,28.0
12366,58.0
12367,90.0
12368,48.0
12369,70.0
12370,45.0
12371,50.0
12372,8.0
12373,21.0
12374,8.0
12375,21.0
12376,8.0
12377,21.0
12378,21.0
12379,21.0
12380,21.0
12381,15.0
12382,42.0
12383,67.0
12384,38.0
12385,60.0
12386,45.0
12387,85.0
12388,68.0
12389,100.0
12390,28.0
12391,46.0
12392,46.0
12393,26.0
12394,26.0
12395,90.0
12396,90.0
12397,80.0
12398,53.0
12399,32.0
12400,29.0
12401,100.0
12402,100.0
12403,30.0
12404,60.0
12405,40.0
12406,42.0
12407,18.0
12408,18.0
12409,43.0
12410,90.0
12411,65.0
12412,53.0
12413,31.0
12414,35.0
12415,22.0
12416,38.0
12417,70.0
12418,70.0
12419,50.0
12420,29.0
12421,25.0
12422,48.0
12423,29.0
12424,35.0
12425,58.0
12426,18.0
12427,34.0
12428,35.0
12429,33.0
12430,21.0
12431,28.0
12432,36.0
12433,15.0
12434,35.0
12435,18.0
12436,14.0
12437,18.0
12438,42.0
12439,50.0
12440,24.0
12441,33.0
12442,54.0
12443,48.0
12444,48.0
12445,48.0
12446,57.0
12447,62.0
12448,62.0
12449,62.0
12450,58.0
12451,45.0
12452,50.0
12453,35.0
12454,35.0
12455,35.0
12456,35.0
12457,35.0
12458,35.0
12459,35.0
12460,5.0
12461,5.0
12462,5.0
12463,5.0
12464,5.0
12465,5.0
12466,5.0
12467,5.0
12468,5.0
12469,5.0
12470,5.0
12471,105.0
12472,18.0
12473,52.0
12474,6.0
12475,15.0
12476,101.5
12477,113.6
12478,97.4
12479,151.5
12480,69.1
12481,83.7
12482,59.2
12483,21.0
12484,21.0
12485,21.0
12486,21.0
12487,21.0
12488,21.0
12489,28.2
12490,28.2
12491,28.2
12492,28.2
12493,28.2
12494,28.2
12495,28.2
12496,28.2
12497,28.2
12498,28.2
12499,28.2
12500,28.2
12501,28.2
12502,29.5
12503,29.5
12504,29.5
12505,29.5
12506,29.3
12507,34.3
12508,28.2
12509,28.2
12510,28.2
12511,28.2
